,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
22849,male,group E,master's degree,standard,incomplete,divorced,sometimes,yes,1,private,< 5,71,65,64
22850,male,group B,some college,standard,completed,single,sometimes,yes,2,private,< 5,70,66,69
22851,female,group C,some high school,standard,incomplete,married,never,no,1,private,< 5,63,66,65
22852,female,group C,some college,standard,incomplete,married,regularly,yes,0,private,5 - 10,75,86,82
22853,female,group B,some college,standard,incomplete,single,never,no,1,school_bus,> 10,57,59,65
22854,male,group E,high school,standard,incomplete,single,regularly,no,3,private,> 10,70,67,66
22855,male,group D,high school,standard,incomplete,married,regularly,yes,1,school_bus,< 5,78,70,71
22856,male,group E,some high school,standard,incomplete,single,regularly,yes,3,school_bus,> 10,59,53,42
22857,male,group B,high school,free/reduced,completed,divorced,regularly,yes,2,private,< 5,43,46,40
22858,male,group C,high school,standard,incomplete,married,regularly,no,2,private,5 - 10,78,81,74
22859,female,group C,master's degree,standard,completed,divorced,sometimes,yes,2,school_bus,5 - 10,75,86,94
22860,male,group C,some college,standard,incomplete,married,sometimes,yes,1,school_bus,5 - 10,70,65,62
22861,male,group B,bachelor's degree,standard,completed,married,sometimes,no,2,school_bus,5 - 10,55,47,51
22862,male,group C,some high school,standard,incomplete,married,sometimes,yes,1,school_bus,< 5,71,68,64
22863,male,group B,some college,standard,incomplete,married,regularly,yes,3,school_bus,5 - 10,62,59,55
22864,female,group A,master's degree,standard,completed,married,sometimes,yes,2,private,5 - 10,68,92,91
22865,female,group C,high school,standard,incomplete,married,sometimes,no,1,school_bus,5 - 10,68,74,78
22866,female,group D,high school,free/reduced,incomplete,single,sometimes,no,1,private,< 5,42,54,57
22867,male,group C,associate's degree,free/reduced,completed,married,sometimes,no,5,private,5 - 10,70,60,58
22868,female,group D,some college,standard,incomplete,married,regularly,yes,4,school_bus,5 - 10,90,89,84
22869,male,group E,some college,free/reduced,incomplete,single,regularly,yes,6,private,5 - 10,58,48,47
22870,male,group C,high school,standard,incomplete,married,sometimes,yes,3,private,5 - 10,63,61,52
22871,female,group C,some high school,standard,incomplete,married,sometimes,no,2,school_bus,5 - 10,52,68,62
22872,female,group C,some high school,standard,incomplete,widowed,sometimes,yes,1,private,< 5,77,90,88
22873,male,group E,associate's degree,standard,completed,single,sometimes,yes,1,school_bus,5 - 10,75,69,69
22874,male,group A,some high school,standard,incomplete,single,sometimes,no,2,private,5 - 10,70,80,69
22875,male,group B,some high school,free/reduced,completed,married,regularly,yes,4,private,5 - 10,59,47,53
22876,female,group D,some college,standard,incomplete,married,sometimes,yes,1,private,> 10,94,100,100
22877,female,group C,some college,free/reduced,completed,divorced,sometimes,yes,2,school_bus,> 10,72,83,91
22878,male,group B,some high school,standard,incomplete,divorced,regularly,no,2,school_bus,5 - 10,72,60,61
22879,male,group C,associate's degree,standard,incomplete,single,regularly,yes,3,private,5 - 10,95,85,79
22880,female,group E,some high school,free/reduced,completed,divorced,sometimes,yes,1,private,5 - 10,76,81,82
22881,female,group C,associate's degree,standard,completed,divorced,regularly,yes,3,private,5 - 10,71,71,73
22882,female,group E,associate's degree,free/reduced,completed,single,sometimes,yes,1,private,5 - 10,71,87,86
22883,female,group C,high school,standard,completed,married,sometimes,no,1,school_bus,> 10,79,84,90
22884,male,group C,some college,standard,incomplete,married,sometimes,yes,1,school_bus,< 5,62,65,60
22885,male,group D,some high school,standard,incomplete,married,regularly,no,1,private,5 - 10,45,35,33
22886,male,group E,associate's degree,standard,incomplete,divorced,sometimes,no,1,school_bus,< 5,75,65,54
22887,female,group C,some college,standard,incomplete,married,sometimes,yes,3,school_bus,5 - 10,86,89,87
22888,female,group C,some college,standard,incomplete,single,sometimes,yes,1,private,< 5,62,64,62
22889,female,group C,bachelor's degree,free/reduced,completed,married,sometimes,yes,3,school_bus,5 - 10,66,78,83
22890,female,group B,high school,standard,completed,divorced,regularly,yes,1,school_bus,5 - 10,84,90,90
22891,female,group D,associate's degree,standard,completed,married,regularly,yes,0,school_bus,> 10,79,85,93
22892,female,group D,some high school,free/reduced,incomplete,single,sometimes,no,1,school_bus,5 - 10,50,65,67
22893,female,group B,bachelor's degree,standard,incomplete,single,regularly,yes,1,school_bus,< 5,88,91,86
22894,male,group B,master's degree,standard,incomplete,divorced,regularly,yes,0,school_bus,< 5,84,86,85
22895,male,group E,associate's degree,free/reduced,incomplete,married,sometimes,yes,0,school_bus,> 10,84,87,80
22896,female,group D,some college,standard,completed,married,sometimes,yes,1,private,> 10,65,66,73
22897,male,group C,some high school,standard,incomplete,married,regularly,no,1,school_bus,5 - 10,85,87,78
22898,female,group C,some high school,standard,incomplete,married,never,yes,2,private,< 5,58,71,71
22899,male,group C,high school,standard,incomplete,married,sometimes,no,1,private,5 - 10,54,60,45
22900,female,group B,associate's degree,standard,incomplete,single,never,no,1,private,5 - 10,46,59,60
22901,female,group E,some high school,free/reduced,completed,divorced,regularly,yes,3,private,5 - 10,77,82,78
22902,male,group C,bachelor's degree,free/reduced,incomplete,divorced,regularly,yes,1,private,5 - 10,56,47,51
22903,female,group A,associate's degree,standard,incomplete,married,sometimes,yes,1,private,5 - 10,74,85,84
22904,male,group C,some high school,standard,incomplete,married,sometimes,no,2,private,5 - 10,94,81,77
22905,male,group D,high school,free/reduced,completed,divorced,sometimes,no,3,private,< 5,80,77,81
22906,female,group D,high school,free/reduced,completed,married,sometimes,yes,1,school_bus,5 - 10,37,50,52
22907,male,group A,some high school,standard,incomplete,married,regularly,yes,3,school_bus,< 5,71,66,61
22908,male,group E,some high school,standard,completed,divorced,sometimes,no,2,school_bus,5 - 10,75,69,71
22909,female,group E,high school,standard,incomplete,divorced,never,no,1,private,< 5,79,81,83
22910,female,group C,high school,standard,incomplete,single,regularly,yes,4,private,< 5,55,67,64
22911,female,group C,associate's degree,standard,completed,single,regularly,no,3,school_bus,5 - 10,83,92,95
22912,male,group C,some high school,standard,completed,married,regularly,yes,3,school_bus,5 - 10,63,68,62
22913,male,group B,associate's degree,standard,completed,married,regularly,yes,1,private,5 - 10,81,66,65
22914,male,group C,some college,standard,completed,married,sometimes,no,1,school_bus,< 5,69,72,67
22915,female,group B,some high school,free/reduced,incomplete,divorced,sometimes,no,2,school_bus,5 - 10,72,78,75
22916,female,group B,bachelor's degree,free/reduced,completed,divorced,sometimes,yes,2,private,5 - 10,44,51,58
22917,female,group E,some high school,standard,completed,divorced,sometimes,yes,0,private,5 - 10,66,65,64
22918,male,group C,high school,standard,incomplete,married,regularly,yes,0,school_bus,5 - 10,91,82,74
22919,female,group C,associate's degree,free/reduced,incomplete,married,sometimes,yes,2,school_bus,> 10,59,75,72
22920,male,group B,some high school,standard,incomplete,married,regularly,no,1,school_bus,> 10,66,65,64
22921,male,group A,associate's degree,free/reduced,incomplete,single,sometimes,yes,2,school_bus,5 - 10,71,68,71
22922,female,group D,bachelor's degree,free/reduced,incomplete,married,regularly,no,1,school_bus,5 - 10,62,72,78
22923,female,group C,some college,free/reduced,incomplete,married,sometimes,no,6,school_bus,> 10,50,53,61
22924,male,group C,some college,standard,incomplete,married,regularly,yes,2,school_bus,5 - 10,85,84,83
22925,male,group A,some college,free/reduced,completed,married,regularly,no,1,school_bus,5 - 10,45,48,45
22926,female,group A,associate's degree,standard,completed,married,never,yes,1,private,5 - 10,68,77,78
22927,male,group A,high school,standard,incomplete,divorced,sometimes,no,1,private,5 - 10,69,66,67
22928,female,group B,some college,standard,incomplete,married,regularly,no,3,school_bus,5 - 10,75,82,80
22929,male,group E,some high school,free/reduced,completed,married,never,yes,2,school_bus,5 - 10,89,83,82
22930,male,group E,associate's degree,standard,completed,single,sometimes,yes,5,school_bus,5 - 10,83,72,70
22931,male,group C,some high school,standard,incomplete,single,regularly,yes,3,school_bus,< 5,76,80,70
22932,male,group B,high school,free/reduced,incomplete,single,regularly,no,1,school_bus,< 5,60,59,56
22933,female,group C,bachelor's degree,standard,completed,married,sometimes,no,1,school_bus,5 - 10,55,71,72
22934,male,group C,some college,standard,completed,married,never,yes,0,school_bus,< 5,78,76,76
22935,male,group D,some college,standard,incomplete,married,sometimes,yes,5,private,< 5,54,56,52
22936,female,group C,some college,standard,completed,married,regularly,no,2,private,< 5,86,93,91
22937,female,group D,bachelor's degree,standard,incomplete,married,sometimes,yes,3,private,< 5,71,74,81
22938,male,group A,high school,standard,incomplete,married,regularly,yes,2,private,5 - 10,84,77,74
22939,female,group A,some college,standard,incomplete,divorced,never,yes,3,private,5 - 10,72,84,81
22940,female,group A,some high school,standard,incomplete,married,sometimes,yes,2,school_bus,< 5,49,57,56
22941,female,group D,some high school,standard,incomplete,married,regularly,no,4,private,5 - 10,72,79,76
22942,female,group C,high school,free/reduced,incomplete,married,never,yes,1,school_bus,5 - 10,50,51,50
22943,female,group B,bachelor's degree,standard,incomplete,married,sometimes,yes,5,school_bus,< 5,83,98,96
22944,male,group D,high school,standard,incomplete,single,sometimes,yes,1,private,5 - 10,64,48,50
22945,female,group D,high school,standard,incomplete,married,sometimes,yes,2,school_bus,5 - 10,53,62,58
22946,female,group C,associate's degree,standard,incomplete,single,regularly,no,2,school_bus,> 10,64,76,74
22947,male,group E,associate's degree,standard,incomplete,divorced,regularly,no,1,private,5 - 10,100,96,94
22948,female,group C,high school,free/reduced,completed,married,never,yes,1,private,5 - 10,57,72,72
22949,female,group C,high school,standard,incomplete,married,regularly,yes,2,private,< 5,66,82,73
22950,male,group C,associate's degree,standard,completed,married,regularly,yes,1,school_bus,< 5,93,90,95
22951,male,group C,some college,standard,completed,single,regularly,yes,0,private,< 5,69,65,64
22952,female,group C,high school,standard,completed,divorced,regularly,no,1,school_bus,5 - 10,70,77,82
22953,female,group C,some college,free/reduced,completed,married,sometimes,no,1,private,< 5,43,66,66
22954,female,group A,high school,free/reduced,incomplete,divorced,regularly,yes,4,private,5 - 10,42,51,50
22955,male,group D,some college,standard,incomplete,single,sometimes,no,1,school_bus,5 - 10,79,69,67
22956,female,group C,master's degree,standard,completed,married,regularly,yes,4,school_bus,5 - 10,91,96,97
22957,female,group D,some college,standard,incomplete,divorced,never,yes,2,school_bus,5 - 10,74,79,79
22958,male,group D,some high school,standard,incomplete,divorced,regularly,no,2,school_bus,5 - 10,69,66,70
22959,female,group C,associate's degree,standard,incomplete,married,sometimes,yes,4,school_bus,> 10,79,73,75
22960,female,group C,some college,standard,completed,single,sometimes,yes,3,school_bus,5 - 10,62,72,77
22961,female,group C,some college,standard,completed,married,never,yes,1,private,5 - 10,75,86,84
22962,male,group D,associate's degree,standard,incomplete,married,regularly,no,1,private,< 5,67,63,63
22963,male,group C,high school,standard,completed,married,sometimes,yes,2,school_bus,5 - 10,59,56,60
22964,male,group E,bachelor's degree,free/reduced,completed,married,never,no,1,school_bus,5 - 10,73,74,70
22965,male,group C,high school,standard,incomplete,married,sometimes,yes,4,school_bus,5 - 10,82,83,67
22966,male,group D,associate's degree,free/reduced,incomplete,single,sometimes,yes,4,private,5 - 10,67,57,66
22967,male,group D,associate's degree,free/reduced,incomplete,widowed,regularly,no,3,school_bus,5 - 10,56,49,44
22968,male,group C,some high school,standard,incomplete,married,sometimes,yes,3,private,5 - 10,32,31,26
22969,female,group B,high school,free/reduced,completed,single,sometimes,yes,6,private,5 - 10,56,75,71
22970,male,group E,some high school,free/reduced,completed,married,sometimes,no,2,school_bus,< 5,63,65,63
22971,male,group C,bachelor's degree,standard,incomplete,divorced,regularly,yes,3,private,< 5,66,64,61
22972,female,group D,high school,standard,incomplete,single,regularly,yes,7,school_bus,< 5,92,91,94
22973,female,group C,some college,standard,incomplete,single,sometimes,yes,2,private,5 - 10,95,100,98
22974,female,group B,associate's degree,standard,incomplete,single,sometimes,yes,1,school_bus,< 5,67,72,71
22975,male,group D,associate's degree,standard,incomplete,divorced,sometimes,no,2,school_bus,5 - 10,76,60,63
22976,male,group E,some high school,free/reduced,incomplete,married,never,yes,1,private,5 - 10,59,56,44
22977,male,group D,high school,standard,incomplete,divorced,sometimes,yes,2,school_bus,> 10,69,70,66
22978,male,group C,some high school,free/reduced,incomplete,married,sometimes,yes,0,private,5 - 10,73,70,58
22979,male,group C,some college,standard,incomplete,single,sometimes,yes,3,private,< 5,59,51,50
22980,female,group C,some high school,standard,incomplete,married,regularly,no,3,school_bus,5 - 10,76,70,73
22981,female,group E,bachelor's degree,standard,completed,married,sometimes,no,3,private,< 5,62,73,76
22982,female,group D,some college,standard,completed,single,never,yes,3,private,5 - 10,83,98,97
